"Year","Country","Giver","Score"
2003,"Norway","Germany",7
2003,"France","Germany",0
2003,"Poland","Germany",12
2003,"Latvia","Germany",0
2003,"Belgium","Germany",6
2003,"Estonia","Germany",0
2003,"Romania","Germany",4
2003,"Sweden","Germany",3
2003,"Slovenia","Germany",0
2002,"Cyprus","Germany",0
2002,"United Kingdom","Germany",8
2002,"Austria","Germany",0
2002,"Greece","Germany",0
2002,"Spain","Germany",7
2002,"Croatia","Germany",3
2002,"Russia","Germany",0
2002,"Estonia","Germany",4
2002,"Macedonia","Germany",0
2002,"Israel","Germany",5
2002,"Switzerland","Germany",2
2002,"Sweden","Germany",0
2002,"Finland","Germany",0
2002,"Denmark","Germany",0
2002,"Bosnia-Herzegovina","Germany",0
2002,"Belgium","Germany",0
2002,"France","Germany",6
2002,"Turkey","Germany",0
2002,"Malta","Germany",10
2002,"Romania","Germany",1
2002,"Slovenia","Germany",0
2002,"Latvia","Germany",12
2002,"Lithuania","Germany",0
2001,"Netherlands","Germany",0
2001,"Iceland","Germany",0
2001,"Bosnia-Herzegovina","Germany",0
2001,"Norway","Germany",0
2001,"Israel","Germany",0
2001,"Russia","Germany",0
2001,"Sweden","Germany",0
2001,"Lithuania","Germany",0
2001,"Latvia","Germany",0
2001,"Croatia","Germany",3
2001,"Portugal","Germany",0
2001,"Ireland","Germany",0
2001,"Spain","Germany",0
2001,"France","Germany",6
2001,"Turkey","Germany",7
2001,"United Kingdom","Germany",2
2001,"Slovenia","Germany",4
2001,"Poland","Germany",5
2001,"Estonia","Germany",10
2001,"Malta","Germany",1
2001,"Greece","Germany",8
2001,"Denmark","Germany",12
2000,"Israel","Germany",0
2000,"Netherlands","Germany",1
2000,"United Kingdom","Germany",0
2000,"Estonia","Germany",5
2000,"France","Germany",0
2000,"Romania","Germany",0
2000,"Malta","Germany",3
2000,"Norway","Germany",0
2000,"Russia","Germany",4
2000,"Belgium","Germany",0
2000,"Cyprus","Germany",0
2000,"Iceland","Germany",0
2000,"Spain","Germany",0
2000,"Denmark","Germany",12
2000,"Switzerland","Germany",0
2000,"Croatia","Germany",6
2000,"Sweden","Germany",8
2000,"Macedonia","Germany",0
2000,"Finland","Germany",0
2000,"Latvia","Germany",7
2000,"Turkey","Germany",10
2000,"Ireland","Germany",0
2000,"Austria","Germany",2
1999,"Lithuania","Germany",0
1999,"Belgium","Germany",0
1999,"Spain","Germany",0
1999,"Croatia","Germany",10
1999,"United Kingdom","Germany",0
1999,"Slovenia","Germany",0
1999,"Turkey","Germany",12
1999,"Norway","Germany",0
1999,"Denmark","Germany",0
1999,"France","Germany",0
1999,"Netherlands","Germany",0
1999,"Poland","Germany",4
1999,"Iceland","Germany",3
1999,"Cyprus","Germany",0
1999,"Sweden","Germany",2
1999,"Portugal","Germany",0
1999,"Ireland","Germany",0
1999,"Austria","Germany",5
1999,"Israel","Germany",7
1999,"Malta","Germany",1
1999,"Bosnia-Herzegovina","Germany",8
1999,"Estonia","Germany",6
1998,"Croatia","Germany",10
1998,"Greece","Germany",0
1998,"France","Germany",0
1998,"Spain","Germany",0
1998,"Switzerland","Germany",0
1998,"Slovakia","Germany",0
1998,"Poland","Germany",5
1998,"Israel","Germany",7
1998,"Malta","Germany",8
1998,"Hungary","Germany",0
1998,"Slovenia","Germany",0
1998,"Ireland","Germany",2
1998,"Portugal","Germany",0
1998,"Romania","Germany",0
1998,"United Kingdom","Germany",1
1998,"Cyprus","Germany",0
1998,"Netherlands","Germany",6
1998,"Sweden","Germany",0
1998,"Belgium","Germany",4
1998,"Finland","Germany",0
1998,"Norway","Germany",3
1998,"Estonia","Germany",0
1998,"Turkey","Germany",12
1998,"Macedonia","Germany",0
2009,"Lithuania","Greece",0
2009,"Israel","Greece",0
2009,"France","Greece",6
2009,"Sweden","Greece",0
2009,"Croatia","Greece",2
2009,"Portugal","Greece",0
2009,"Iceland","Greece",4
2009,"Armenia","Greece",0
2009,"Russia","Greece",0
2009,"Azerbaijan","Greece",8
2009,"Bosnia-Herzegovina","Greece",0
2009,"Moldova","Greece",0
2009,"Malta","Greece",0
2009,"Estonia","Greece",5
2009,"Denmark","Greece",0
2009,"Germany","Greece",0
2009,"Turkey","Greece",3
2009,"Albania","Greece",7
2009,"Norway","Greece",10
2009,"Ukraine","Greece",0
2009,"Romania","Greece",0
2009,"United Kingdom","Greece",12
2009,"Finland","Greece",0
2009,"Spain","Greece",1
2008,"Romania","Greece",0
2008,"United Kingdom","Greece",0
2008,"Albania","Greece",10
2008,"Germany","Greece",0
2008,"Armenia","Greece",12
2008,"Bosnia-Herzegovina","Greece",0
2008,"Israel","Greece",1
2008,"Finland","Greece",0
2008,"Croatia","Greece",0
2008,"Poland","Greece",0
2008,"Iceland","Greece",0
2008,"Turkey","Greece",0
2008,"Portugal","Greece",0
2008,"Latvia","Greece",0
2008,"Sweden","Greece",0
2008,"Denmark","Greece",0
2008,"Georgia","Greece",4
2008,"Ukraine","Greece",6
2008,"France","Greece",0
2008,"Azerbaijan","Greece",3
2008,"Spain","Greece",8
2008,"Serbia","Greece",5
2008,"Russia","Greece",7
2008,"Norway","Greece",2
2007,"Bosnia-Herzegovina","Greece",0
2007,"Spain","Greece",1
2007,"Belarus","Greece",5
2007,"Ireland","Greece",0
2007,"Finland","Greece",0
2007,"Macedonia","Greece",0
2007,"Slovenia","Greece",0
2007,"Hungary","Greece",0
2007,"Lithuania","Greece",0
2007,"Georgia","Greece",3
2007,"Sweden","Greece",0
2007,"France","Greece",0
2007,"Latvia","Greece",0
2007,"Russia","Greece",8
2007,"Germany","Greece",0
2007,"Serbia","Greece",4
2007,"Ukraine","Greece",7
2007,"United Kingdom","Greece",0
2007,"Romania","Greece",2
2007,"Bulgaria","Greece",12
2007,"Turkey","Greece",0
2007,"Armenia","Greece",6
2007,"Moldova","Greece",10
2006,"Switzerland","Greece",0
2006,"Moldova","Greece",1
2006,"Israel","Greece",0
2006,"Latvia","Greece",0
2006,"Norway","Greece",2
2006,"Spain","Greece",0
2006,"Malta","Greece",0
2006,"Germany","Greece",0
2006,"Denmark","Greece",0
2006,"Russia","Greece",8
2006,"Macedonia","Greece",0
2006,"Romania","Greece",7
2006,"Bosnia-Herzegovina","Greece",6
2006,"Lithuania","Greece",4
2006,"United Kingdom","Greece",0
2006,"Finland","Greece",12
2006,"Ukraine","Greece",5
2006,"France","Greece",0
2006,"Croatia","Greece",0
2006,"Ireland","Greece",0
2006,"Sweden","Greece",0
2006,"Turkey","Greece",3
2006,"Armenia","Greece",10
2005,"Hungary","Greece",2
2005,"United Kingdom","Greece",0
2005,"Malta","Greece",8
2005,"Romania","Greece",5
2005,"Norway","Greece",4
2005,"Turkey","Greece",0
2005,"Moldova","Greece",7
2005,"Albania","Greece",10
2005,"Cyprus","Greece",12
2005,"Spain","Greece",0
2005,"Israel","Greece",0
2005,"Serbia and Montenegro","Greece",6
2005,"Denmark","Greece",0
2005,"Sweden","Greece",0
2005,"Macedonia","Greece",0
2005,"Ukraine","Greece",0
2005,"Germany","Greece",0
2005,"Croatia","Greece",0
2005,"Russia","Greece",0
2005,"Bosnia-Herzegovina","Greece",0
2005,"Switzerland","Greece",3
2005,"Latvia","Greece",1
2005,"France","Greece",0
2004,"Spain","Greece",3
2004,"Austria","Greece",5
2004,"Norway","Greece",0
2004,"France","Greece",0
2004,"Serbia and Montenegro","Greece",8
2004,"Malta","Greece",1
2004,"Netherlands","Greece",0
2004,"Germany","Greece",0
2004,"Albania","Greece",10
2004,"Ukraine","Greece",7
2004,"Croatia","Greece",0
2004,"Bosnia-Herzegovina","Greece",0
2004,"Belgium","Greece",0
2004,"Russia","Greece",2
2004,"Macedonia","Greece",0
2004,"Iceland","Greece",0
2004,"Ireland","Greece",0
2004,"Poland","Greece",4
2004,"United Kingdom","Greece",0
2004,"Cyprus","Greece",12
2004,"Turkey","Greece",6
2004,"Romania","Greece",0
2004,"Sweden","Greece",0
2003,"Iceland","Greece",0
2003,"Austria","Greece",2
2003,"Ireland","Greece",0
2003,"Turkey","Greece",7
2003,"Malta","Greece",0
2003,"Bosnia-Herzegovina","Greece",0
2003,"Portugal","Greece",0
2003,"Croatia","Greece",1
2003,"Cyprus","Greece",12
2003,"Germany","Greece",0
2003,"Russia","Greece",10
2003,"Spain","Greece",5
2003,"Israel","Greece",3
2003,"Netherlands","Greece",0
2003,"United Kingdom","Greece",0
2003,"Ukraine","Greece",0
2003,"Norway","Greece",0
2003,"France","Greece",0
2003,"Poland","Greece",6
2003,"Latvia","Greece",0
2003,"Belgium","Greece",8
2003,"Estonia","Greece",0
2003,"Romania","Greece",4
2003,"Sweden","Greece",0
2003,"Slovenia","Greece",0
2002,"Cyprus","Greece",12
2002,"United Kingdom","Greece",7
2002,"Austria","Greece",0
2002,"Spain","Greece",4
2002,"Croatia","Greece",5
2002,"Russia","Greece",2
2002,"Estonia","Greece",0
2002,"Macedonia","Greece",0
2002,"Israel","Greece",0
2002,"Switzerland","Greece",0
2002,"Sweden","Greece",1
2002,"Finland","Greece",0
2002,"Denmark","Greece",0
2002,"Bosnia-Herzegovina","Greece",0
2002,"Belgium","Greece",0
2002,"France","Greece",3
2002,"Germany","Greece",0
2002,"Turkey","Greece",0
2002,"Malta","Greece",6
2002,"Romania","Greece",8
2002,"Slovenia","Greece",0
2002,"Latvia","Greece",10
2002,"Lithuania","Greece",0
2001,"Netherlands","Greece",0
2001,"Iceland","Greece",0
2001,"Bosnia-Herzegovina","Greece",0
2001,"Norway","Greece",0
2001,"Israel","Greece",2
2001,"Russia","Greece",5
2001,"Sweden","Greece",0
2001,"Lithuania","Greece",0
2001,"Latvia","Greece",0
2001,"Croatia","Greece",7
2001,"Portugal","Greece",0
2001,"Ireland","Greece",0
2001,"Spain","Greece",8
2001,"France","Greece",4
2001,"Turkey","Greece",10
2001,"United Kingdom","Greece",0
2001,"Slovenia","Greece",0
2001,"Poland","Greece",0
2001,"Germany","Greece",1
2001,"Estonia","Greece",12
2001,"Malta","Greece",3
2001,"Denmark","Greece",6
1998,"Croatia","Greece",5
1998,"France","Greece",0
1998,"Spain","Greece",0
1998,"Switzerland","Greece",0
1998,"Slovakia","Greece",0
1998,"Poland","Greece",0
1998,"Israel","Greece",10
1998,"Germany","Greece",3
1998,"Malta","Greece",6
1998,"Hungary","Greece",0
1998,"Slovenia","Greece",2
1998,"Ireland","Greece",0
1998,"Portugal","Greece",1
1998,"Romania","Greece",0
1998,"United Kingdom","Greece",7
1998,"Cyprus","Greece",12
1998,"Netherlands","Greece",8
1998,"Sweden","Greece",0
1998,"Belgium","Greece",4
1998,"Finland","Greece",0
1998,"Norway","Greece",0
1998,"Estonia","Greece",0
1998,"Turkey","Greece",0
1998,"Macedonia","Greece",0
2009,"Lithuania","Hungary",0
2009,"Israel","Hungary",0
2009,"France","Hungary",0
2009,"Sweden","Hungary",0
2009,"Croatia","Hungary",0
2009,"Portugal","Hungary",0
2009,"Iceland","Hungary",7
2009,"Greece","Hungary",4
2009,"Armenia","Hungary",0
2009,"Russia","Hungary",0
2009,"Azerbaijan","Hungary",10
2009,"Bosnia-Herzegovina","Hungary",0
2009,"Moldova","Hungary",0
2009,"Malta","Hungary",0
2009,"Estonia","Hungary",6
2009,"Denmark","Hungary",3
2009,"Germany","Hungary",0
2009,"Turkey","Hungary",5
2009,"Albania","Hungary",2
2009,"Norway","Hungary",12
2009,"Ukraine","Hungary",8
2009,"Romania","Hungary",0
2009,"United Kingdom","Hungary",1
2009,"Finland","Hungary",0
2009,"Spain","Hungary",0
2008,"Romania","Hungary",0
2008,"United Kingdom","Hungary",0
2008,"Albania","Hungary",0
2008,"Germany","Hungary",0
2008,"Armenia","Hungary",0
2008,"Bosnia-Herzegovina","Hungary",0
2008,"Israel","Hungary",3
2008,"Finland","Hungary",0
2008,"Croatia","Hungary",0
2008,"Poland","Hungary",0
2008,"Iceland","Hungary",0
2008,"Turkey","Hungary",5
2008,"Portugal","Hungary",0
2008,"Latvia","Hungary",0
2008,"Sweden","Hungary",1
2008,"Denmark","Hungary",2
2008,"Georgia","Hungary",0
2008,"Ukraine","Hungary",6
2008,"France","Hungary",0
2008,"Azerbaijan","Hungary",12
2008,"Greece","Hungary",8
2008,"Spain","Hungary",0
2008,"Serbia","Hungary",7
2008,"Russia","Hungary",10
2008,"Norway","Hungary",4
2007,"Bosnia-Herzegovina","Hungary",0
2007,"Spain","Hungary",0
2007,"Belarus","Hungary",4
2007,"Ireland","Hungary",0
2007,"Finland","Hungary",0
2007,"Macedonia","Hungary",0
2007,"Slovenia","Hungary",0
2007,"Lithuania","Hungary",0
2007,"Greece","Hungary",7
2007,"Georgia","Hungary",2
2007,"Sweden","Hungary",0
2007,"France","Hungary",0
2007,"Latvia","Hungary",0
2007,"Russia","Hungary",6
2007,"Germany","Hungary",0
2007,"Serbia","Hungary",12
2007,"Ukraine","Hungary",3
2007,"United Kingdom","Hungary",0
2007,"Romania","Hungary",8
2007,"Bulgaria","Hungary",10
2007,"Turkey","Hungary",1
2007,"Armenia","Hungary",0
2007,"Moldova","Hungary",5
2005,"United Kingdom","Hungary",0
2005,"Malta","Hungary",5
2005,"Romania","Hungary",10
2005,"Norway","Hungary",0
2005,"Turkey","Hungary",0
2005,"Moldova","Hungary",4
2005,"Albania","Hungary",0
2005,"Cyprus","Hungary",0
2005,"Spain","Hungary",0
2005,"Israel","Hungary",8
2005,"Serbia and Montenegro","Hungary",2
2005,"Denmark","Hungary",6
2005,"Sweden","Hungary",0
2005,"Macedonia","Hungary",0
2005,"Ukraine","Hungary",0
2005,"Germany","Hungary",0
2005,"Croatia","Hungary",7
2005,"Greece","Hungary",12
2005,"Russia","Hungary",0
2005,"Bosnia-Herzegovina","Hungary",0
2005,"Switzerland","Hungary",3
2005,"Latvia","Hungary",1
2005,"France","Hungary",0
1998,"Croatia","Hungary",0
1998,"Greece","Hungary",0
1998,"France","Hungary",0
1998,"Spain","Hungary",0
1998,"Switzerland","Hungary",0
1998,"Slovakia","Hungary",0
1998,"Poland","Hungary",2
1998,"Israel","Hungary",0
1998,"Germany","Hungary",0
1998,"Malta","Hungary",7
1998,"Slovenia","Hungary",0
1998,"Ireland","Hungary",6
1998,"Portugal","Hungary",0
1998,"Romania","Hungary",0
1998,"United Kingdom","Hungary",10
1998,"Cyprus","Hungary",1
1998,"Netherlands","Hungary",12
1998,"Sweden","Hungary",8
1998,"Belgium","Hungary",3
1998,"Finland","Hungary",0
1998,"Norway","Hungary",5
1998,"Estonia","Hungary",4
1998,"Turkey","Hungary",0
1998,"Macedonia","Hungary",0
2009,"Lithuania","Iceland",0
2009,"Israel","Iceland",0
2009,"France","Iceland",6
2009,"Sweden","Iceland",3
2009,"Croatia","Iceland",1
2009,"Portugal","Iceland",7
2009,"Greece","Iceland",0
2009,"Armenia","Iceland",5
2009,"Russia","Iceland",0
2009,"Azerbaijan","Iceland",0
2009,"Bosnia-Herzegovina","Iceland",2
2009,"Moldova","Iceland",0
2009,"Malta","Iceland",0
2009,"Estonia","Iceland",10
2009,"Denmark","Iceland",4
2009,"Germany","Iceland",0
2009,"Turkey","Iceland",0
2009,"Albania","Iceland",0
2009,"Norway","Iceland",12
2009,"Ukraine","Iceland",0
2009,"Romania","Iceland",0
2009,"United Kingdom","Iceland",0
2009,"Finland","Iceland",8
2009,"Spain","Iceland",0
2008,"Romania","Iceland",0
2008,"United Kingdom","Iceland",0
2008,"Albania","Iceland",0
2008,"Germany","Iceland",0
2008,"Armenia","Iceland",1
2008,"Bosnia-Herzegovina","Iceland",0
2008,"Israel","Iceland",0
2008,"Finland","Iceland",7
2008,"Croatia","Iceland",0
2008,"Poland","Iceland",0
2008,"Turkey","Iceland",0
2008,"Portugal","Iceland",6
2008,"Latvia","Iceland",4
2008,"Sweden","Iceland",3
2008,"Denmark","Iceland",12
2008,"Georgia","Iceland",0
2008,"Ukraine","Iceland",5
2008,"France","Iceland",8
2008,"Azerbaijan","Iceland",0
2008,"Greece","Iceland",0
2008,"Spain","Iceland",0
2008,"Serbia","Iceland",2
2008,"Russia","Iceland",0
2008,"Norway","Iceland",10
2007,"Bosnia-Herzegovina","Iceland",0
2007,"Spain","Iceland",0
2007,"Belarus","Iceland",4
2007,"Ireland","Iceland",0
2007,"Finland","Iceland",12
2007,"Macedonia","Iceland",0
2007,"Slovenia","Iceland",0
2007,"Hungary","Iceland",8
2007,"Lithuania","Iceland",0
2007,"Greece","Iceland",5
2007,"Georgia","Iceland",0
2007,"Sweden","Iceland",10
2007,"France","Iceland",0
2007,"Latvia","Iceland",0
2007,"Russia","Iceland",1
2007,"Germany","Iceland",2
2007,"Serbia","Iceland",7
2007,"Ukraine","Iceland",6
2007,"United Kingdom","Iceland",0
2007,"Romania","Iceland",0
2007,"Bulgaria","Iceland",0
2007,"Turkey","Iceland",3
2007,"Armenia","Iceland",0
2007,"Moldova","Iceland",0
2006,"Switzerland","Iceland",0
2006,"Moldova","Iceland",0
2006,"Israel","Iceland",0
2006,"Latvia","Iceland",0
2006,"Norway","Iceland",4
2006,"Spain","Iceland",0
2006,"Malta","Iceland",0
2006,"Germany","Iceland",0
2006,"Denmark","Iceland",8
2006,"Russia","Iceland",5
2006,"Macedonia","Iceland",0
2006,"Romania","Iceland",2
2006,"Bosnia-Herzegovina","Iceland",3
2006,"Lithuania","Iceland",10
2006,"United Kingdom","Iceland",0
2006,"Greece","Iceland",0
2006,"Finland","Iceland",12
2006,"Ukraine","Iceland",6
2006,"France","Iceland",0
2006,"Croatia","Iceland",0
2006,"Ireland","Iceland",1
2006,"Sweden","Iceland",7
2006,"Turkey","Iceland",0
2006,"Armenia","Iceland",0
2005,"Hungary","Iceland",6
2005,"United Kingdom","Iceland",0
2005,"Malta","Iceland",4
2005,"Romania","Iceland",5
2005,"Norway","Iceland",12
2005,"Turkey","Iceland",0
2005,"Moldova","Iceland",8
2005,"Albania","Iceland",0
2005,"Cyprus","Iceland",0
2005,"Spain","Iceland",0
2005,"Israel","Iceland",0
2005,"Serbia and Montenegro","Iceland",0
2005,"Denmark","Iceland",10
2005,"Sweden","Iceland",0
2005,"Macedonia","Iceland",0
2005,"Ukraine","Iceland",0
2005,"Germany","Iceland",0
2005,"Croatia","Iceland",1
2005,"Greece","Iceland",2
2005,"Russia","Iceland",0
2005,"Bosnia-Herzegovina","Iceland",0
2005,"Switzerland","Iceland",7
2005,"Latvia","Iceland",3
2005,"France","Iceland",0
2004,"Spain","Iceland",1
2004,"Austria","Iceland",0
2004,"Norway","Iceland",0
2004,"France","Iceland",0
2004,"Serbia and Montenegro","Iceland",7
2004,"Malta","Iceland",0
2004,"Netherlands","Iceland",0
2004,"Germany","Iceland",0
2004,"Albania","Iceland",4
2004,"Ukraine","Iceland",12
2004,"Croatia","Iceland",0
2004,"Bosnia-Herzegovina","Iceland",0
2004,"Belgium","Iceland",0
2004,"Russia","Iceland",0
2004,"Macedonia","Iceland",0
2004,"Greece","Iceland",6
2004,"Ireland","Iceland",0
2004,"Poland","Iceland",3
2004,"United Kingdom","Iceland",2
2004,"Cyprus","Iceland",10
2004,"Turkey","Iceland",5
2004,"Romania","Iceland",0
2004,"Sweden","Iceland",8
2003,"Austria","Iceland",10
2003,"Ireland","Iceland",2
2003,"Turkey","Iceland",3
2003,"Malta","Iceland",0
2003,"Bosnia-Herzegovina","Iceland",0
2003,"Portugal","Iceland",0
2003,"Croatia","Iceland",0
2003,"Cyprus","Iceland",0
2003,"Germany","Iceland",8
2003,"Russia","Iceland",4
2003,"Spain","Iceland",6
2003,"Israel","Iceland",0
2003,"Netherlands","Iceland",0
2003,"United Kingdom","Iceland",0
2003,"Ukraine","Iceland",0
2003,"Greece","Iceland",0
2003,"Norway","Iceland",12
2003,"France","Iceland",0
2003,"Poland","Iceland",0
2003,"Latvia","Iceland",0
2003,"Belgium","Iceland",7
2003,"Estonia","Iceland",1
2003,"Romania","Iceland",0
2003,"Sweden","Iceland",5
2003,"Slovenia","Iceland",0
2001,"Netherlands","Iceland",0
2001,"Bosnia-Herzegovina","Iceland",0
2001,"Norway","Iceland",0
2001,"Israel","Iceland",0
2001,"Russia","Iceland",5
2001,"Sweden","Iceland",7
2001,"Lithuania","Iceland",1
2001,"Latvia","Iceland",0
2001,"Croatia","Iceland",0
2001,"Portugal","Iceland",0
2001,"Ireland","Iceland",0
2001,"Spain","Iceland",2
2001,"France","Iceland",4
2001,"Turkey","Iceland",0
2001,"United Kingdom","Iceland",0
2001,"Slovenia","Iceland",6
2001,"Poland","Iceland",0
2001,"Germany","Iceland",0
2001,"Estonia","Iceland",10
2001,"Malta","Iceland",3
2001,"Greece","Iceland",8
2001,"Denmark","Iceland",12
2000,"Israel","Iceland",0
2000,"Netherlands","Iceland",1
2000,"United Kingdom","Iceland",0
2000,"Estonia","Iceland",5
2000,"France","Iceland",0
2000,"Romania","Iceland",0
2000,"Malta","Iceland",0
2000,"Norway","Iceland",7
2000,"Russia","Iceland",8
2000,"Belgium","Iceland",0
2000,"Cyprus","Iceland",0
2000,"Spain","Iceland",0
2000,"Denmark","Iceland",12
2000,"Germany","Iceland",6
2000,"Switzerland","Iceland",0
2000,"Croatia","Iceland",0
2000,"Sweden","Iceland",4
2000,"Macedonia","Iceland",0
2000,"Finland","Iceland",0
2000,"Latvia","Iceland",10
2000,"Turkey","Iceland",0
2000,"Ireland","Iceland",2
2000,"Austria","Iceland",3
1999,"Lithuania","Iceland",0
1999,"Belgium","Iceland",0
1999,"Spain","Iceland",0
1999,"Croatia","Iceland",4
1999,"United Kingdom","Iceland",0
1999,"Slovenia","Iceland",0
1999,"Turkey","Iceland",0
1999,"Norway","Iceland",7
1999,"Denmark","Iceland",12
1999,"France","Iceland",0
1999,"Netherlands","Iceland",6
1999,"Poland","Iceland",0
1999,"Cyprus","Iceland",0
1999,"Sweden","Iceland",10
1999,"Portugal","Iceland",0
1999,"Ireland","Iceland",0
1999,"Austria","Iceland",8
1999,"Israel","Iceland",1
1999,"Malta","Iceland",0
1999,"Germany","Iceland",5
1999,"Bosnia-Herzegovina","Iceland",3
1999,"Estonia","Iceland",2
2009,"Lithuania","Ireland",7
2009,"Israel","Ireland",0
2009,"France","Ireland",3
2009,"Sweden","Ireland",0
2009,"Croatia","Ireland",0
2009,"Portugal","Ireland",0
2009,"Iceland","Ireland",12
2009,"Greece","Ireland",0
2009,"Armenia","Ireland",0
2009,"Russia","Ireland",0
2009,"Azerbaijan","Ireland",0
2009,"Bosnia-Herzegovina","Ireland",0
2009,"Moldova","Ireland",0
2009,"Malta","Ireland",5
2009,"Estonia","Ireland",6
2009,"Denmark","Ireland",4
2009,"Germany","Ireland",1
2009,"Turkey","Ireland",0
2009,"Albania","Ireland",0
2009,"Norway","Ireland",8
2009,"Ukraine","Ireland",0
2009,"Romania","Ireland",2
2009,"United Kingdom","Ireland",10
2009,"Finland","Ireland",0
2009,"Spain","Ireland",0
2008,"Romania","Ireland",3
2008,"United Kingdom","Ireland",8
2008,"Albania","Ireland",0
2008,"Germany","Ireland",0
2008,"Armenia","Ireland",0
2008,"Bosnia-Herzegovina","Ireland",2
2008,"Israel","Ireland",0
2008,"Finland","Ireland",0
2008,"Croatia","Ireland",0
2008,"Poland","Ireland",10
2008,"Iceland","Ireland",0
2008,"Turkey","Ireland",0
2008,"Portugal","Ireland",0
2008,"Latvia","Ireland",12
2008,"Sweden","Ireland",0
2008,"Denmark","Ireland",1
2008,"Georgia","Ireland",0
2008,"Ukraine","Ireland",6
2008,"France","Ireland",0
2008,"Azerbaijan","Ireland",0
2008,"Greece","Ireland",4
2008,"Spain","Ireland",0
2008,"Serbia","Ireland",0
2008,"Russia","Ireland",5
2008,"Norway","Ireland",7
2007,"Bosnia-Herzegovina","Ireland",0
2007,"Spain","Ireland",0
2007,"Belarus","Ireland",0
2007,"Finland","Ireland",0
2007,"Macedonia","Ireland",0
2007,"Slovenia","Ireland",0
2007,"Hungary","Ireland",5
2007,"Lithuania","Ireland",12
2007,"Greece","Ireland",0
2007,"Georgia","Ireland",1
2007,"Sweden","Ireland",0
2007,"France","Ireland",0
2007,"Latvia","Ireland",10
2007,"Russia","Ireland",6
2007,"Germany","Ireland",0
2007,"Serbia","Ireland",4
2007,"Ukraine","Ireland",8
2007,"United Kingdom","Ireland",7
2007,"Romania","Ireland",3
2007,"Bulgaria","Ireland",0
2007,"Turkey","Ireland",0
2007,"Armenia","Ireland",0
2007,"Moldova","Ireland",2
2006,"Switzerland","Ireland",0
2006,"Moldova","Ireland",0
2006,"Israel","Ireland",0
2006,"Latvia","Ireland",4
2006,"Norway","Ireland",0
2006,"Spain","Ireland",0
2006,"Malta","Ireland",0
2006,"Germany","Ireland",3
2006,"Denmark","Ireland",0
2006,"Russia","Ireland",5
2006,"Macedonia","Ireland",0
2006,"Romania","Ireland",6
2006,"Bosnia-Herzegovina","Ireland",2
2006,"Lithuania","Ireland",12
2006,"United Kingdom","Ireland",8
2006,"Greece","Ireland",0
2006,"Finland","Ireland",10
2006,"Ukraine","Ireland",1
2006,"France","Ireland",0
2006,"Croatia","Ireland",0
2006,"Sweden","Ireland",7
2006,"Turkey","Ireland",0
2006,"Armenia","Ireland",0
2005,"Hungary","Ireland",0
2005,"United Kingdom","Ireland",8
2005,"Malta","Ireland",10
2005,"Romania","Ireland",5
2005,"Norway","Ireland",4
2005,"Turkey","Ireland",0
2005,"Moldova","Ireland",0
2005,"Albania","Ireland",0
2005,"Cyprus","Ireland",0
2005,"Spain","Ireland",0
2005,"Israel","Ireland",6
2005,"Serbia and Montenegro","Ireland",0
2005,"Denmark","Ireland",7
2005,"Sweden","Ireland",0
2005,"Macedonia","Ireland",0
2005,"Ukraine","Ireland",0
2005,"Germany","Ireland",0
2005,"Croatia","Ireland",0
2005,"Greece","Ireland",2
2005,"Russia","Ireland",0
2005,"Bosnia-Herzegovina","Ireland",1
2005,"Switzerland","Ireland",3
2005,"Latvia","Ireland",12
2005,"France","Ireland",0
2004,"Spain","Ireland",0
2004,"Austria","Ireland",0
2004,"Norway","Ireland",0
2004,"France","Ireland",0
2004,"Serbia and Montenegro","Ireland",3
2004,"Malta","Ireland",6
2004,"Netherlands","Ireland",0
2004,"Germany","Ireland",4
2004,"Albania","Ireland",2
2004,"Ukraine","Ireland",7
2004,"Croatia","Ireland",0
2004,"Bosnia-Herzegovina","Ireland",0
2004,"Belgium","Ireland",0
2004,"Russia","Ireland",0
2004,"Macedonia","Ireland",0
2004,"Greece","Ireland",5
2004,"Iceland","Ireland",0
2004,"Poland","Ireland",0
2004,"United Kingdom","Ireland",8
2004,"Cyprus","Ireland",10
2004,"Turkey","Ireland",1
2004,"Romania","Ireland",0
2004,"Sweden","Ireland",12
2003,"Iceland","Ireland",7
2003,"Austria","Ireland",0
2003,"Turkey","Ireland",0
2003,"Malta","Ireland",3
2003,"Bosnia-Herzegovina","Ireland",0
2003,"Portugal","Ireland",2
2003,"Croatia","Ireland",6
2003,"Cyprus","Ireland",0
2003,"Germany","Ireland",4
2003,"Russia","Ireland",0
2003,"Spain","Ireland",0
2003,"Israel","Ireland",0
2003,"Netherlands","Ireland",5
2003,"United Kingdom","Ireland",0
2003,"Ukraine","Ireland",0
2003,"Greece","Ireland",1
2003,"Norway","Ireland",12
2003,"France","Ireland",0
2003,"Poland","Ireland",0
2003,"Latvia","Ireland",0
2003,"Belgium","Ireland",10
2003,"Estonia","Ireland",8
2003,"Romania","Ireland",0
2003,"Sweden","Ireland",0
2003,"Slovenia","Ireland",0
2001,"Netherlands","Ireland",0
2001,"Iceland","Ireland",0
2001,"Bosnia-Herzegovina","Ireland",0
2001,"Norway","Ireland",0
2001,"Israel","Ireland",0
2001,"Russia","Ireland",0
2001,"Sweden","Ireland",8
2001,"Lithuania","Ireland",1
2001,"Latvia","Ireland",0
