"Year","Country","Giver","Score"
"2007 SF1","Israel","France",6
"2007 SF1","Cyprus","France",5
"2007 SF1","Belarus","France",0
"2007 SF1","Iceland","France",0
"2007 SF1","Georgia","France",4
"2007 SF1","Montenegro","France",0
"2007 SF1","Switzerland","France",0
"2007 SF1","Moldova","France",0
"2007 SF1","Netherlands","France",0
"2007 SF1","Albania","France",0
"2007 SF1","Denmark","France",0
"2007 SF1","Croatia","France",0
"2007 SF1","Poland","France",3
"2007 SF1","Serbia","France",7
"2007 SF1","Czech Republic","France",0
"2007 SF1","Portugal","France",10
"2007 SF1","Macedonia","France",0
"2007 SF1","Norway","France",0
"2007 SF1","Malta","France",0
"2007 SF1","Andorra","France",0
"2007 SF1","Hungary","France",2
"2007 SF1","Estonia","France",0
"2007 SF1","Belgium","France",0
"2007 SF1","Slovenia","France",1
"2007 SF1","Turkey","France",12
"2007 SF1","Austria","France",0
"2007 SF1","Latvia","France",0
"2006 SF1","Armenia","France",12
"2006 SF1","Bulgaria","France",4
"2006 SF1","Slovenia","France",0
"2006 SF1","Andorra","France",0
"2006 SF1","Belarus","France",0
"2006 SF1","Albania","France",0
"2006 SF1","Belgium","France",3
"2006 SF1","Ireland","France",0
"2006 SF1","Cyprus","France",0
"2006 SF1","Monaco","France",8
"2006 SF1","Macedonia","France",0
"2006 SF1","Poland","France",2
"2006 SF1","Russia","France",0
"2006 SF1","Turkey","France",10
"2006 SF1","Ukraine","France",0
"2006 SF1","Finland","France",5
"2006 SF1","Netherlands","France",0
"2006 SF1","Lithuania","France",0
"2006 SF1","Portugal","France",7
"2006 SF1","Sweden","France",0
"2006 SF1","Estonia","France",0
"2006 SF1","Bosnia-Herzegovina","France",6
"2006 SF1","Iceland","France",1
"2005 SF1","Austria","France",0
"2005 SF1","Lithuania","France",0
"2005 SF1","Portugal","France",12
"2005 SF1","Moldova","France",5
"2005 SF1","Latvia","France",0
"2005 SF1","Monaco","France",10
"2005 SF1","Israel","France",8
"2005 SF1","Belarus","France",0
"2005 SF1","Netherlands","France",0
"2005 SF1","Iceland","France",2
"2005 SF1","Belgium","France",7
"2005 SF1","Estonia","France",0
"2005 SF1","Norway","France",0
"2005 SF1","Romania","France",6
"2005 SF1","Hungary","France",4
"2005 SF1","Finland","France",0
"2005 SF1","Macedonia","France",0
"2005 SF1","Andorra","France",0
"2005 SF1","Switzerland","France",0
"2005 SF1","Croatia","France",0
"2005 SF1","Bulgaria","France",0
"2005 SF1","Ireland","France",0
"2005 SF1","Slovenia","France",0
"2005 SF1","Denmark","France",1
"2005 SF1","Poland","France",3
"2008 SF2","Iceland","Georgia",0
"2008 SF2","Sweden","Georgia",0
"2008 SF2","Turkey","Georgia",5
"2008 SF2","Ukraine","Georgia",12
"2008 SF2","Lithuania","Georgia",10
"2008 SF2","Albania","Georgia",0
"2008 SF2","Switzerland","Georgia",0
"2008 SF2","Czech Republic","Georgia",0
"2008 SF2","Belarus","Georgia",4
"2008 SF2","Latvia","Georgia",6
"2008 SF2","Croatia","Georgia",8
"2008 SF2","Bulgaria","Georgia",0
"2008 SF2","Denmark","Georgia",3
"2008 SF2","Hungary","Georgia",1
"2008 SF2","Malta","Georgia",0
"2008 SF2","Cyprus","Georgia",2
"2008 SF2","Macedonia","Georgia",0
"2008 SF2","Portugal","Georgia",7
"2007 SF1","Bulgaria","Georgia",3
"2007 SF1","Israel","Georgia",0
"2007 SF1","Cyprus","Georgia",0
"2007 SF1","Belarus","Georgia",4
"2007 SF1","Iceland","Georgia",1
"2007 SF1","Montenegro","Georgia",0
"2007 SF1","Switzerland","Georgia",0
"2007 SF1","Moldova","Georgia",7
"2007 SF1","Netherlands","Georgia",0
"2007 SF1","Albania","Georgia",0
"2007 SF1","Denmark","Georgia",0
"2007 SF1","Croatia","Georgia",0
"2007 SF1","Poland","Georgia",6
"2007 SF1","Serbia","Georgia",8
"2007 SF1","Czech Republic","Georgia",0
"2007 SF1","Portugal","Georgia",0
"2007 SF1","Macedonia","Georgia",0
"2007 SF1","Norway","Georgia",0
"2007 SF1","Malta","Georgia",0
"2007 SF1","Andorra","Georgia",0
"2007 SF1","Hungary","Georgia",10
"2007 SF1","Estonia","Georgia",2
"2007 SF1","Belgium","Georgia",12
"2007 SF1","Slovenia","Georgia",0
"2007 SF1","Turkey","Georgia",0
"2007 SF1","Austria","Georgia",0
"2007 SF1","Latvia","Georgia",5
"2009 SF1","Montenegro","Germany",2
"2009 SF1","Czech Republic","Germany",0
"2009 SF1","Belgium","Germany",0
"2009 SF1","Belarus","Germany",0
"2009 SF1","Sweden","Germany",4
"2009 SF1","Armenia","Germany",10
"2009 SF1","Andorra","Germany",0
"2009 SF1","Switzerland","Germany",0
"2009 SF1","Turkey","Germany",12
"2009 SF1","Israel","Germany",5
"2009 SF1","Bulgaria","Germany",0
"2009 SF1","Iceland","Germany",6
"2009 SF1","Macedonia","Germany",0
"2009 SF1","Romania","Germany",1
"2009 SF1","Finland","Germany",0
"2009 SF1","Portugal","Germany",7
"2009 SF1","Malta","Germany",3
"2009 SF1","Bosnia-Herzegovina","Germany",8
"2008 SF1","Montenegro","Germany",0
"2008 SF1","Israel","Germany",4
"2008 SF1","Estonia","Germany",0
"2008 SF1","Moldova","Germany",0
"2008 SF1","San Marino","Germany",0
"2008 SF1","Belgium","Germany",0
"2008 SF1","Azerbaijan","Germany",8
"2008 SF1","Slovenia","Germany",0
"2008 SF1","Norway","Germany",1
"2008 SF1","Poland","Germany",5
"2008 SF1","Ireland","Germany",0
"2008 SF1","Andorra","Germany",0
"2008 SF1","Bosnia-Herzegovina","Germany",7
"2008 SF1","Armenia","Germany",10
"2008 SF1","Netherlands","Germany",0
"2008 SF1","Finland","Germany",2
"2008 SF1","Romania","Germany",3
"2008 SF1","Russia","Germany",6
"2008 SF1","Greece","Germany",12
"2007 SF1","Bulgaria","Germany",4
"2007 SF1","Israel","Germany",0
"2007 SF1","Cyprus","Germany",3
"2007 SF1","Belarus","Germany",0
"2007 SF1","Iceland","Germany",0
"2007 SF1","Georgia","Germany",0
"2007 SF1","Montenegro","Germany",0
"2007 SF1","Switzerland","Germany",8
"2007 SF1","Moldova","Germany",0
"2007 SF1","Netherlands","Germany",0
"2007 SF1","Albania","Germany",1
"2007 SF1","Denmark","Germany",0
"2007 SF1","Croatia","Germany",2
"2007 SF1","Poland","Germany",5
"2007 SF1","Serbia","Germany",10
"2007 SF1","Czech Republic","Germany",0
"2007 SF1","Portugal","Germany",7
"2007 SF1","Macedonia","Germany",0
"2007 SF1","Norway","Germany",0
"2007 SF1","Malta","Germany",0
"2007 SF1","Andorra","Germany",0
"2007 SF1","Hungary","Germany",6
"2007 SF1","Estonia","Germany",0
"2007 SF1","Belgium","Germany",0
"2007 SF1","Slovenia","Germany",0
"2007 SF1","Turkey","Germany",12
"2007 SF1","Austria","Germany",0
"2007 SF1","Latvia","Germany",0
"2006 SF1","Armenia","Germany",7
"2006 SF1","Bulgaria","Germany",0
"2006 SF1","Slovenia","Germany",0
"2006 SF1","Andorra","Germany",0
"2006 SF1","Belarus","Germany",0
"2006 SF1","Albania","Germany",3
"2006 SF1","Belgium","Germany",0
"2006 SF1","Ireland","Germany",0
"2006 SF1","Cyprus","Germany",2
"2006 SF1","Monaco","Germany",0
"2006 SF1","Macedonia","Germany",0
"2006 SF1","Poland","Germany",6
"2006 SF1","Russia","Germany",5
"2006 SF1","Turkey","Germany",8
"2006 SF1","Ukraine","Germany",0
"2006 SF1","Finland","Germany",12
"2006 SF1","Netherlands","Germany",0
"2006 SF1","Lithuania","Germany",1
"2006 SF1","Portugal","Germany",0
"2006 SF1","Sweden","Germany",4
"2006 SF1","Estonia","Germany",0
"2006 SF1","Bosnia-Herzegovina","Germany",10
"2006 SF1","Iceland","Germany",0
"2005 SF1","Austria","Germany",1
"2005 SF1","Lithuania","Germany",0
"2005 SF1","Portugal","Germany",12
"2005 SF1","Moldova","Germany",0
"2005 SF1","Latvia","Germany",0
"2005 SF1","Monaco","Germany",0
"2005 SF1","Israel","Germany",3
"2005 SF1","Belarus","Germany",0
"2005 SF1","Netherlands","Germany",0
"2005 SF1","Iceland","Germany",0
"2005 SF1","Belgium","Germany",0
"2005 SF1","Estonia","Germany",0
"2005 SF1","Norway","Germany",0
"2005 SF1","Romania","Germany",7
"2005 SF1","Hungary","Germany",0
"2005 SF1","Finland","Germany",4
"2005 SF1","Macedonia","Germany",2
"2005 SF1","Andorra","Germany",0
"2005 SF1","Switzerland","Germany",6
"2005 SF1","Croatia","Germany",10
"2005 SF1","Bulgaria","Germany",0
"2005 SF1","Ireland","Germany",0
"2005 SF1","Slovenia","Germany",0
"2005 SF1","Denmark","Germany",5
"2005 SF1","Poland","Germany",8
"2004 SF1","Finland","Germany",0
"2004 SF1","Belarus","Germany",0
"2004 SF1","Switzerland","Germany",0
"2004 SF1","Latvia","Germany",0
"2004 SF1","Israel","Germany",1
"2004 SF1","Andorra","Germany",0
"2004 SF1","Portugal","Germany",0
"2004 SF1","Malta","Germany",0
"2004 SF1","Monaco","Germany",0
"2004 SF1","Greece","Germany",10
"2004 SF1","Ukraine","Germany",6
"2004 SF1","Lithuania","Germany",0
"2004 SF1","Albania","Germany",8
"2004 SF1","Cyprus","Germany",4
"2004 SF1","Macedonia","Germany",3
"2004 SF1","Slovenia","Germany",0
"2004 SF1","Estonia","Germany",0
"2004 SF1","Croatia","Germany",5
"2004 SF1","Denmark","Germany",0
"2004 SF1","Serbia and Montenegro","Germany",12
"2004 SF1","Bosnia-Herzegovina","Germany",7
"2004 SF1","Netherlands","Germany",2
"2009 SF2","Croatia","Greece",0
"2009 SF2","Ireland","Greece",0
"2009 SF2","Latvia","Greece",0
"2009 SF2","Serbia","Greece",5
"2009 SF2","Poland","Greece",1
"2009 SF2","Norway","Greece",8
"2009 SF2","Cyprus","Greece",12
"2009 SF2","Slovakia","Greece",0
"2009 SF2","Denmark","Greece",2
"2009 SF2","Slovenia","Greece",0
"2009 SF2","Hungary","Greece",0
"2009 SF2","Azerbaijan","Greece",7
"2009 SF2","Lithuania","Greece",0
"2009 SF2","Moldova","Greece",6
"2009 SF2","Albania","Greece",10
"2009 SF2","Ukraine","Greece",3
"2009 SF2","Estonia","Greece",4
"2009 SF2","Netherlands","Greece",0
"2008 SF1","Montenegro","Greece",0
"2008 SF1","Israel","Greece",5
"2008 SF1","Estonia","Greece",0
"2008 SF1","Moldova","Greece",4
"2008 SF1","San Marino","Greece",3
"2008 SF1","Belgium","Greece",0
"2008 SF1","Azerbaijan","Greece",7
"2008 SF1","Slovenia","Greece",2
"2008 SF1","Norway","Greece",0
"2008 SF1","Poland","Greece",1
"2008 SF1","Ireland","Greece",0
"2008 SF1","Andorra","Greece",0
"2008 SF1","Bosnia-Herzegovina","Greece",0
"2008 SF1","Armenia","Greece",12
"2008 SF1","Netherlands","Greece",0
"2008 SF1","Finland","Greece",6
"2008 SF1","Romania","Greece",8
"2008 SF1","Russia","Greece",10
"2007 SF1","Bulgaria","Greece",10
"2007 SF1","Israel","Greece",0
"2007 SF1","Cyprus","Greece",12
"2007 SF1","Belarus","Greece",7
"2007 SF1","Iceland","Greece",0
"2007 SF1","Georgia","Greece",6
"2007 SF1","Montenegro","Greece",0
"2007 SF1","Switzerland","Greece",2
"2007 SF1","Moldova","Greece",3
"2007 SF1","Netherlands","Greece",0
"2007 SF1","Albania","Greece",8
"2007 SF1","Denmark","Greece",0
"2007 SF1","Croatia","Greece",0
"2007 SF1","Poland","Greece",0
"2007 SF1","Serbia","Greece",5
"2007 SF1","Czech Republic","Greece",0
"2007 SF1","Portugal","Greece",0
"2007 SF1","Macedonia","Greece",0
"2007 SF1","Norway","Greece",0
"2007 SF1","Malta","Greece",0
"2007 SF1","Andorra","Greece",4
"2007 SF1","Hungary","Greece",0
"2007 SF1","Estonia","Greece",0
"2007 SF1","Belgium","Greece",0
"2007 SF1","Slovenia","Greece",0
"2007 SF1","Turkey","Greece",0
"2007 SF1","Austria","Greece",0
"2007 SF1","Latvia","Greece",1
"2006 SF1","Armenia","Greece",10
"2006 SF1","Bulgaria","Greece",3
"2006 SF1","Slovenia","Greece",0
"2006 SF1","Andorra","Greece",0
"2006 SF1","Belarus","Greece",0
"2006 SF1","Albania","Greece",7
"2006 SF1","Belgium","Greece",0
"2006 SF1","Ireland","Greece",0
"2006 SF1","Cyprus","Greece",12
"2006 SF1","Monaco","Greece",0
"2006 SF1","Macedonia","Greece",0
"2006 SF1","Poland","Greece",2
"2006 SF1","Russia","Greece",5
"2006 SF1","Turkey","Greece",0
"2006 SF1","Ukraine","Greece",4
"2006 SF1","Finland","Greece",8
"2006 SF1","Netherlands","Greece",0
"2006 SF1","Lithuania","Greece",1
"2006 SF1","Portugal","Greece",0
"2006 SF1","Sweden","Greece",0
"2006 SF1","Estonia","Greece",0
"2006 SF1","Bosnia-Herzegovina","Greece",6
"2006 SF1","Iceland","Greece",0
"2005 SF1","Austria","Greece",1
"2005 SF1","Lithuania","Greece",0
"2005 SF1","Portugal","Greece",0
"2005 SF1","Moldova","Greece",6
"2005 SF1","Latvia","Greece",0
"2005 SF1","Monaco","Greece",0
"2005 SF1","Israel","Greece",0
"2005 SF1","Belarus","Greece",8
"2005 SF1","Netherlands","Greece",0
"2005 SF1","Iceland","Greece",0
"2005 SF1","Belgium","Greece",0
"2005 SF1","Estonia","Greece",0
"2005 SF1","Norway","Greece",4
"2005 SF1","Romania","Greece",12
"2005 SF1","Hungary","Greece",5
"2005 SF1","Finland","Greece",0
"2005 SF1","Macedonia","Greece",0
"2005 SF1","Andorra","Greece",0
"2005 SF1","Switzerland","Greece",3
"2005 SF1","Croatia","Greece",0
"2005 SF1","Bulgaria","Greece",7
"2005 SF1","Ireland","Greece",0
"2005 SF1","Slovenia","Greece",0
"2005 SF1","Denmark","Greece",2
"2005 SF1","Poland","Greece",10
"2004 SF1","Finland","Greece",5
"2004 SF1","Belarus","Greece",0
"2004 SF1","Switzerland","Greece",0
"2004 SF1","Latvia","Greece",0
"2004 SF1","Israel","Greece",3
"2004 SF1","Andorra","Greece",0
"2004 SF1","Portugal","Greece",0
"2004 SF1","Malta","Greece",1
"2004 SF1","Monaco","Greece",0
"2004 SF1","Ukraine","Greece",7
"2004 SF1","Lithuania","Greece",2
"2004 SF1","Albania","Greece",8
"2004 SF1","Cyprus","Greece",12
"2004 SF1","Macedonia","Greece",4
"2004 SF1","Slovenia","Greece",0
"2004 SF1","Estonia","Greece",0
"2004 SF1","Croatia","Greece",0
"2004 SF1","Denmark","Greece",0
"2004 SF1","Serbia and Montenegro","Greece",10
"2004 SF1","Bosnia-Herzegovina","Greece",0
"2004 SF1","Netherlands","Greece",6
"2009 SF2","Croatia","Hungary",1
"2009 SF2","Ireland","Hungary",0
"2009 SF2","Latvia","Hungary",0
"2009 SF2","Serbia","Hungary",2
"2009 SF2","Poland","Hungary",0
"2009 SF2","Norway","Hungary",10
"2009 SF2","Cyprus","Hungary",0
"2009 SF2","Slovakia","Hungary",0
"2009 SF2","Denmark","Hungary",3
"2009 SF2","Slovenia","Hungary",0
"2009 SF2","Azerbaijan","Hungary",12
"2009 SF2","Greece","Hungary",6
"2009 SF2","Lithuania","Hungary",0
"2009 SF2","Moldova","Hungary",5
"2009 SF2","Albania","Hungary",4
"2009 SF2","Ukraine","Hungary",8
"2009 SF2","Estonia","Hungary",7
"2009 SF2","Netherlands","Hungary",0
"2008 SF2","Iceland","Hungary",7
"2008 SF2","Sweden","Hungary",1
"2008 SF2","Turkey","Hungary",4
"2008 SF2","Ukraine","Hungary",8
"2008 SF2","Lithuania","Hungary",0
"2008 SF2","Albania","Hungary",0
"2008 SF2","Switzerland","Hungary",0
"2008 SF2","Czech Republic","Hungary",0
"2008 SF2","Belarus","Hungary",0
"2008 SF2","Latvia","Hungary",0
"2008 SF2","Croatia","Hungary",10
"2008 SF2","Bulgaria","Hungary",3
"2008 SF2","Denmark","Hungary",12
"2008 SF2","Georgia","Hungary",2
"2008 SF2","Malta","Hungary",0
"2008 SF2","Cyprus","Hungary",5
"2008 SF2","Macedonia","Hungary",0
"2008 SF2","Portugal","Hungary",6
"2007 SF1","Bulgaria","Hungary",8
"2007 SF1","Israel","Hungary",0
"2007 SF1","Cyprus","Hungary",0
"2007 SF1","Belarus","Hungary",2
"2007 SF1","Iceland","Hungary",10
"2007 SF1","Georgia","Hungary",0
"2007 SF1","Montenegro","Hungary",0
"2007 SF1","Switzerland","Hungary",0
"2007 SF1","Moldova","Hungary",0
"2007 SF1","Netherlands","Hungary",5
"2007 SF1","Albania","Hungary",0
"2007 SF1","Denmark","Hungary",0
"2007 SF1","Croatia","Hungary",0
"2007 SF1","Poland","Hungary",3
"2007 SF1","Serbia","Hungary",12
"2007 SF1","Czech Republic","Hungary",0
"2007 SF1","Portugal","Hungary",0
"2007 SF1","Macedonia","Hungary",0
"2007 SF1","Norway","Hungary",1
"2007 SF1","Malta","Hungary",0
"2007 SF1","Andorra","Hungary",0
"2007 SF1","Estonia","Hungary",0
"2007 SF1","Belgium","Hungary",0
"2007 SF1","Slovenia","Hungary",7
"2007 SF1","Turkey","Hungary",6
"2007 SF1","Austria","Hungary",0
"2007 SF1","Latvia","Hungary",4
"2005 SF1","Austria","Hungary",0
"2005 SF1","Lithuania","Hungary",0
"2005 SF1","Portugal","Hungary",0
"2005 SF1","Moldova","Hungary",6
"2005 SF1","Latvia","Hungary",0
"2005 SF1","Monaco","Hungary",0
"2005 SF1","Israel","Hungary",5
"2005 SF1","Belarus","Hungary",0
"2005 SF1","Netherlands","Hungary",0
"2005 SF1","Iceland","Hungary",0
"2005 SF1","Belgium","Hungary",0
"2005 SF1","Estonia","Hungary",1
"2005 SF1","Norway","Hungary",0
"2005 SF1","Romania","Hungary",12
"2005 SF1","Finland","Hungary",0
"2005 SF1","Macedonia","Hungary",0
"2005 SF1","Andorra","Hungary",0
"2005 SF1","Switzerland","Hungary",3
"2005 SF1","Croatia","Hungary",8
"2005 SF1","Bulgaria","Hungary",0
"2005 SF1","Ireland","Hungary",10
"2005 SF1","Slovenia","Hungary",2
"2005 SF1","Denmark","Hungary",7
"2005 SF1","Poland","Hungary",4
"2009 SF1","Montenegro","Iceland",0
"2009 SF1","Czech Republic","Iceland",0
"2009 SF1","Belgium","Iceland",0
"2009 SF1","Belarus","Iceland",1
"2009 SF1","Sweden","Iceland",10
"2009 SF1","Armenia","Iceland",2
"2009 SF1","Andorra","Iceland",0
"2009 SF1","Switzerland","Iceland",0
"2009 SF1","Turkey","Iceland",7
"2009 SF1","Israel","Iceland",6
"2009 SF1","Bulgaria","Iceland",0
"2009 SF1","Macedonia","Iceland",0
"2009 SF1","Romania","Iceland",4
"2009 SF1","Finland","Iceland",12
"2009 SF1","Portugal","Iceland",8
"2009 SF1","Malta","Iceland",5
"2009 SF1","Bosnia-Herzegovina","Iceland",3
"2008 SF2","Sweden","Iceland",8
"2008 SF2","Turkey","Iceland",0
"2008 SF2","Ukraine","Iceland",6
"2008 SF2","Lithuania","Iceland",0
"2008 SF2","Albania","Iceland",1
"2008 SF2","Switzerland","Iceland",0
"2008 SF2","Czech Republic","Iceland",0
"2008 SF2","Belarus","Iceland",0
"2008 SF2","Latvia","Iceland",7
"2008 SF2","Croatia","Iceland",4
"2008 SF2","Bulgaria","Iceland",5
"2008 SF2","Denmark","Iceland",12
"2008 SF2","Georgia","Iceland",2
"2008 SF2","Hungary","Iceland",0
"2008 SF2","Malta","Iceland",3
"2008 SF2","Cyprus","Iceland",0
"2008 SF2","Macedonia","Iceland",0
"2008 SF2","Portugal","Iceland",10
"2007 SF1","Bulgaria","Iceland",0
"2007 SF1","Israel","Iceland",1
"2007 SF1","Cyprus","Iceland",0
"2007 SF1","Belarus","Iceland",4
"2007 SF1","Georgia","Iceland",0
"2007 SF1","Montenegro","Iceland",0
"2007 SF1","Switzerland","Iceland",0
"2007 SF1","Moldova","Iceland",0
"2007 SF1","Netherlands","Iceland",0
"2007 SF1","Albania","Iceland",0
"2007 SF1","Denmark","Iceland",8
"2007 SF1","Croatia","Iceland",0
"2007 SF1","Poland","Iceland",2
"2007 SF1","Serbia","Iceland",10
"2007 SF1","Czech Republic","Iceland",0
"2007 SF1","Portugal","Iceland",0
"2007 SF1","Macedonia","Iceland",0
"2007 SF1","Norway","Iceland",7
"2007 SF1","Malta","Iceland",0
"2007 SF1","Andorra","Iceland",6
"2007 SF1","Hungary","Iceland",12
"2007 SF1","Estonia","Iceland",0
"2007 SF1","Belgium","Iceland",0
"2007 SF1","Slovenia","Iceland",0
"2007 SF1","Turkey","Iceland",3
"2007 SF1","Austria","Iceland",0
"2007 SF1","Latvia","Iceland",5
"2006 SF1","Armenia","Iceland",0
"2006 SF1","Bulgaria","Iceland",0
"2006 SF1","Slovenia","Iceland",0
"2006 SF1","Andorra","Iceland",0
"2006 SF1","Belarus","Iceland",0
"2006 SF1","Albania","Iceland",0
"2006 SF1","Belgium","Iceland",4
"2006 SF1","Ireland","Iceland",2
"2006 SF1","Cyprus","Iceland",0
"2006 SF1","Monaco","Iceland",0
"2006 SF1","Macedonia","Iceland",0
"2006 SF1","Poland","Iceland",3
"2006 SF1","Russia","Iceland",6
"2006 SF1","Turkey","Iceland",0
"2006 SF1","Ukraine","Iceland",5
"2006 SF1","Finland","Iceland",12
"2006 SF1","Netherlands","Iceland",1
"2006 SF1","Lithuania","Iceland",8
"2006 SF1","Portugal","Iceland",0
"2006 SF1","Sweden","Iceland",10
"2006 SF1","Estonia","Iceland",0
"2006 SF1","Bosnia-Herzegovina","Iceland",7
"2005 SF1","Austria","Iceland",0
"2005 SF1","Lithuania","Iceland",0
"2005 SF1","Portugal","Iceland",0
"2005 SF1","Moldova","Iceland",8
"2005 SF1","Latvia","Iceland",2
"2005 SF1","Monaco","Iceland",0
"2005 SF1","Israel","Iceland",0
"2005 SF1","Belarus","Iceland",0
"2005 SF1","Netherlands","Iceland",0
"2005 SF1","Belgium","Iceland",0
"2005 SF1","Estonia","Iceland",0
"2005 SF1","Norway","Iceland",12
"2005 SF1","Romania","Iceland",5
"2005 SF1","Hungary","Iceland",7
"2005 SF1","Finland","Iceland",0
"2005 SF1","Macedonia","Iceland",0
"2005 SF1","Andorra","Iceland",0
"2005 SF1","Switzerland","Iceland",6
"2005 SF1","Croatia","Iceland",4
"2005 SF1","Bulgaria","Iceland",0
"2005 SF1","Ireland","Iceland",0
"2005 SF1","Slovenia","Iceland",1
"2005 SF1","Denmark","Iceland",10
"2005 SF1","Poland","Iceland",3
"2004 SF1","Finland","Iceland",3
"2004 SF1","Belarus","Iceland",1
"2004 SF1","Switzerland","Iceland",0
"2004 SF1","Latvia","Iceland",0
"2004 SF1","Israel","Iceland",0
"2004 SF1","Andorra","Iceland",0
"2004 SF1","Portugal","Iceland",0
"2004 SF1","Malta","Iceland",2
"2004 SF1","Monaco","Iceland",0
"2004 SF1","Greece","Iceland",6
"2004 SF1","Ukraine","Iceland",10
"2004 SF1","Lithuania","Iceland",0
"2004 SF1","Albania","Iceland",4
"2004 SF1","Cyprus","Iceland",8
"2004 SF1","Macedonia","Iceland",0
"2004 SF1","Slovenia","Iceland",0
"2004 SF1","Estonia","Iceland",7
"2004 SF1","Croatia","Iceland",0
"2004 SF1","Denmark","Iceland",12
"2004 SF1","Serbia and Montenegro","Iceland",0
"2004 SF1","Bosnia-Herzegovina","Iceland",0
"2004 SF1","Netherlands","Iceland",5
"2009 SF2","Croatia","Ireland",0
"2009 SF2","Latvia","Ireland",0
"2009 SF2","Serbia","Ireland",0
"2009 SF2","Poland","Ireland",10
"2009 SF2","Norway","Ireland",8
"2009 SF2","Cyprus","Ireland",2
"2009 SF2","Slovakia","Ireland",1
"2009 SF2","Denmark","Ireland",7
"2009 SF2","Slovenia","Ireland",0
"2009 SF2","Hungary","Ireland",0
"2009 SF2","Azerbaijan","Ireland",6
"2009 SF2","Greece","Ireland",0
"2009 SF2","Lithuania","Ireland",12
"2009 SF2","Moldova","Ireland",5
"2009 SF2","Albania","Ireland",0
"2009 SF2","Ukraine","Ireland",3
"2009 SF2","Estonia","Ireland",4
"2009 SF2","Netherlands","Ireland",0
"2008 SF1","Montenegro","Ireland",0
"2008 SF1","Israel","Ireland",0
"2008 SF1","Estonia","Ireland",0
"2008 SF1","Moldova","Ireland",0
"2008 SF1","San Marino","Ireland",0
"2008 SF1","Belgium","Ireland",0
"2008 SF1","Azerbaijan","Ireland",5
"2008 SF1","Slovenia","Ireland",0
"2008 SF1","Norway","Ireland",8
"2008 SF1","Poland","Ireland",12
"2008 SF1","Andorra","Ireland",1
"2008 SF1","Bosnia-Herzegovina","Ireland",3
"2008 SF1","Armenia","Ireland",2
"2008 SF1","Netherlands","Ireland",0
"2008 SF1","Finland","Ireland",6
"2008 SF1","Romania","Ireland",7
"2008 SF1","Russia","Ireland",4
"2008 SF1","Greece","Ireland",10
"2007 SF1","Bulgaria","Ireland",0
"2007 SF1","Israel","Ireland",0
"2007 SF1","Cyprus","Ireland",0
"2007 SF1","Belarus","Ireland",6
"2007 SF1","Iceland","Ireland",0
"2007 SF1","Georgia","Ireland",0
"2007 SF1","Montenegro","Ireland",0
"2007 SF1","Switzerland","Ireland",0
"2007 SF1","Moldova","Ireland",2
"2007 SF1","Netherlands","Ireland",0
"2007 SF1","Albania","Ireland",0
"2007 SF1","Denmark","Ireland",5
"2007 SF1","Croatia","Ireland",0
"2007 SF1","Poland","Ireland",10
"2007 SF1","Serbia","Ireland",8
"2007 SF1","Czech Republic","Ireland",0
"2007 SF1","Portugal","Ireland",0
"2007 SF1","Macedonia","Ireland",0
"2007 SF1","Norway","Ireland",0
"2007 SF1","Malta","Ireland",0
"2007 SF1","Andorra","Ireland",4
"2007 SF1","Hungary","Ireland",7
"2007 SF1","Estonia","Ireland",3
"2007 SF1","Belgium","Ireland",0
"2007 SF1","Slovenia","Ireland",1
"2007 SF1","Turkey","Ireland",0
"2007 SF1","Austria","Ireland",0
"2007 SF1","Latvia","Ireland",12
"2006 SF1","Armenia","Ireland",0
"2006 SF1","Bulgaria","Ireland",0
"2006 SF1","Slovenia","Ireland",0
"2006 SF1","Andorra","Ireland",0
"2006 SF1","Belarus","Ireland",0
"2006 SF1","Albania","Ireland",0
"2006 SF1","Belgium","Ireland",5
"2006 SF1","Cyprus","Ireland",0
"2006 SF1","Monaco","Ireland",0
"2006 SF1","Macedonia","Ireland",0
"2006 SF1","Poland","Ireland",7
"2006 SF1","Russia","Ireland",4
"2006 SF1","Turkey","Ireland",0
"2006 SF1","Ukraine","Ireland",3
"2006 SF1","Finland","Ireland",10
"2006 SF1","Netherlands","Ireland",0
"2006 SF1","Lithuania","Ireland",12
"2006 SF1","Portugal","Ireland",0
"2006 SF1","Sweden","Ireland",8
"2006 SF1","Estonia","Ireland",1
"2006 SF1","Bosnia-Herzegovina","Ireland",6
"2006 SF1","Iceland","Ireland",2
"2005 SF1","Austria","Ireland",0
"2005 SF1","Lithuania","Ireland",5
"2005 SF1","Portugal","Ireland",0
"2005 SF1","Moldova","Ireland",3
"2005 SF1","Latvia","Ireland",6
"2005 SF1","Monaco","Ireland",0
"2005 SF1","Israel","Ireland",7
"2005 SF1","Belarus","Ireland",0
"2005 SF1","Netherlands","Ireland",4
"2005 SF1","Iceland","Ireland",0
"2005 SF1","Belgium","Ireland",0
"2005 SF1","Estonia","Ireland",1
"2005 SF1","Norway","Ireland",10
"2005 SF1","Romania","Ireland",8
"2005 SF1","Hungary","Ireland",0
"2005 SF1","Finland","Ireland",0
"2005 SF1","Macedonia","Ireland",0
"2005 SF1","Andorra","Ireland",0
"2005 SF1","Switzerland","Ireland",2
"2005 SF1","Croatia","Ireland",0
"2005 SF1","Bulgaria","Ireland",0
